Nursing Home,Alamance,Peak Resources – Alamance,3,0,0,0,3,0
Nursing Home,Alamance,White Oak Manor – Burlington,49,0,85,31,134,31
Nursing Home,Anson,Wadesboro Health & Rehab Center,7,0,2,0,9,0
Nursing Home,Brunswick,Autumn Care of Shallotte,2,0,1,0,3,0
Nursing Home,Brunswick,Universal Health Care/Brunswick,14,0,22,3,36,3
Nursing Home,Buncombe,Aston Park Health Care Center Inc,52,0,83,20,135,20
Nursing Home,Buncombe,Black Mountain Neuro-Medical Treatment Center,2,0,0,0,2,0
Nursing Home,Buncombe,Brian Center Health & Rehabilitation/Weaverville,2,0,1,0,3,0
Nursing Home,Buncombe,Carolina Pines at Asheville,5,0,0,0,5,0
Nursing Home,Buncombe,Deerfield Episcopal Retirement Community Inc,9,1,4,1,13,2
Nursing Home,Buncombe,Stonecreek Health and Rehabilitation,5,0,8,0,13,0
Nursing Home,Burke,Autumn Care – Drexel,4,0,4,1,8,1
Nursing Home,Burke,Grace Heights Health and Rehabilitation,32,0,57,13,89,13
Nursing Home,Cabarrus,Five Oaks Manor Rehab,24,0,77,13,101,13
Nursing Home,Cabarrus,Universal Health Care and Rehabilitation Center – Concord,4,0,12,0,16,0
Nursing Home,Caldwell,Hickory Falls Health and Rehabilitation,2,0,0,0,2,0
Nursing Home,Carteret,Croatan Ridge Nursing and Rehabilitation Center,2,0,0,0,2,0
Nursing Home,Caswell,Brian Center Health & Rehabilitation/Yanceyville,2,0,0,0,2,0
Nursing Home,Catawba,Brian Center Health and Rehab/Hickory Viewmont,17,0,45,9,62,9
Nursing Home,Catawba,Trinity Ridge,5,0,5,0,10,0
Nursing Home,Chatham,Genesis Healthcare LLC (Siler City Center),26,0,88,17,114,17
Nursing Home,Chatham,The Laurels of Chatham,46,0,72,24,118,24
Nursing Home,Chowan,Chowan River Nursing and Rehabilitation Center,1,0,1,0,2,0
Nursing Home,Cleveland,White Oak Manor - Shelby,6,0,2,0,8,0
Nursing Home,Cleveland,White Oak Manor-Kings Mountain,2,0,0,0,2,0
Nursing Home,Columbus,Liberty Commons Nursing and Rehab Ctr of Columbus Cty,4,0,12,2,16,2
Nursing Home,Cumberland,Highland House Rehabilitation and Healthcare,5,0,7,1,12,1
Nursing Home,Cumberland,NC State Veterans Nursing Home – Fayetteville,23,0,54,20,77,20
Nursing Home,Duplin,Kenansville Health & Rehabilitation,27,0,55,7,82,7
Nursing Home,Duplin,Warsaw Nursing and Rehab Center,3,0,3,0,6,0
Nursing Home,Durham,Carver Living Center (Rehabilitation),28,0,80,10,108,10
Nursing Home,Durham,Pettigrew Rehabilitation Center,1,0,1,0,2,0
Nursing Home,Durham,The Cedars of Chapel Hill,2,0,0,0,2,0
Nursing Home,Durham,Treyburn Rehabilitation Center,26,0,75,22,101,22
Nursing Home,Edgecombe,Edgecombe Health and Rehabilitation,1,0,1,0,2,0
Nursing Home,Forsyth,Oak Forest Health and Rehabilitation,12,0,1,0,13,0
Nursing Home,Forsyth,Silas Creek Rehabilitation Center,10,0,12,1,22,1
