Nursing Home,Alamance,White Oak Manor-Burlington,12,0,13,0,25,0
Nursing Home,Anson,Wadesboro Health & Rehab,3,0,1,0,4,0
Nursing Home,Bertie,Three Rivers Health & Rehabilitation,1,0,2,0,3,0
Nursing Home,Burke,Autumn Care - Drexel,2,0,4,1,6,1
Nursing Home,Burke,Grace Heights Health and Rehab,24,0,47,8,71,8
Nursing Home,Cabarrus,Five Oaks Manor Rehab,24,0,77,10,101,10
Nursing Home,Chatham,The Laurels of Chatham,28,0,77,8,105,8
Nursing Home,Cleveland,Cleveland Pines,6,0,6,1,12,1
"",,Liberty Commons Nursing &,,,,,,
"",,Rehabilitation Center of,,,,,,
Nursing Home,Columbus,Columbus County,1,0,12,2,13,2
Nursing Home,Columbus,Premier Living & Rehab Center,7,0,16,4,23,4
Nursing Home,Cumberland,Village Green Health & Rehab,10,0,12,3,22,3
Nursing Home,Dare,Peak Resources-Outer Banks,2,0,4,1,6,1
Nursing Home,Davidson,Alston Brook,15,0,41,8,56,8
Nursing Home,Duplin,Kenansville Health & Rehabilitation,0,0,3,0,3,0
Nursing Home,Durham,Durham Nursing & Rehabilitation Center,32,0,79,14,111,14
Nursing Home,Durham,Durham VA Community Living Center,2,0,4,0,6,0
Nursing Home,Durham,Hillcrest Convalescent Center,0,0,2,1,2,1
Nursing Home,Durham,Treyburn Rehab & Nursing,17,0,57,8,74,8
Nursing Home,Franklin,Louisburg Healthcare and Rehab Center,13,0,56,18,69,18
Nursing Home,Guilford,Camden Health and Rehabilitation,14,0,25,0,39,0
Nursing Home,Guilford,Clapps Nursing Center,11,0,32,3,43,3
Nursing Home,Harnett,Harnett Woods Nursing and Rehabilitation Center,10,0,1,0,11,0
Nursing Home,Harnett,Universal Health Lillington,13,0,56,4,69,4
Nursing Home,Henderson,Brian Center Health & Rehab/Hendersonville,5,0,42,8,47,8
Nursing Home,Henderson,The Laurels of Hendersonville,11,0,52,3,63,3
Nursing Home,Henderson,The Lodge at Mills River,1,0,1,1,2,1
Nursing Home,Iredell,Autumn Care - Statesville,2,0,1,0,3,0
Nursing Home,Johnston,Springbrook Nursing and Rehab,22,0,57,14,79,14
Nursing Home,Lenoir,NC State Veterans Home - Kinston,2,0,2,1,4,1
Nursing Home,Mecklenburg,Asbury Health and Rehabilitation Center,3,0,4,1,7,1
Nursing Home,Mecklenburg,Autumn Care - Cornelius,21,0,39,17,60,17
Nursing Home,Mecklenburg,"Carrington Place, Matthews",8,0,27,3,35,3
Nursing Home,Mecklenburg,Hunter Woods Nursing & Rehab,1,0,4,0,5,0
Nursing Home,Mecklenburg,Huntersville Oaks,1,0,3,0,4,0
Nursing Home,Mecklenburg,Pavilion Health Center at Brightmore,2,0,25,3,27,3
Nursing Home,Moore,Pinehurst HealthCare & Rehab,23,1,57,2,80,3
Nursing Home,Northampton,Rich Square Nursing and Rehabilitation,9,0,10,2,19,2
Nursing Home,Onslow,Carolina Rivers Nursing and Rehabilitation Center,0,0,3,0,3,0
Nursing Home,Orange,Parkview Health and Rehabilitation Center,1,0,1,0,2,0
Nursing Home,Orange,Pruitt Health-Carolina Point,25,0,84,16,109,16
Nursing Home,Orange,Signature HealthCARE,8,0,48,12,56,12
Nursing Home,Pasquotank,Elizabeth City Health and Rehabilitation,1,0,1,0,2,0
Nursing Home,Pitt,Ayden Court Nursing and Rehab,2,0,1,0,3,0
Nursing Home,Polk,Autumn Care - Saluda,2,0,12,0,14,0
Nursing Home,Polk,White Oak Manor-Tryon,3,0,0,0,3,0
Nursing Home,Randolph,Universal Healthcare Ramseur,4,0,3,0,7,0
Nursing Home,Rowan,Liberty Commons Salisbury,2,0,4,0,6,0
Nursing Home,Rowan,NC State Veterans Home - Salisbury,2,0,15,7,17,7
Nursing Home,Rowan,The Citadel at Salisbury,44,0,110,17,154,17
Nursing Home,Rowan,The Laurels of Salisbury,2,0,1,0,3,0
Nursing Home,Union,Autumn Care- Marshville,1,0,1,0,2,0
Nursing Home,Union,Monroe Rehab Center,15,0,52,4,67,4
Nursing Home,Vance,Kerr Lake Nursing and Rehabilitation Center,3,0,1,0,4,0
Nursing Home,Vance,Pelican Health Henderson,4,0,25,4,29,4
Nursing Home,Wake,Capital Nursing & Rehab,2,0,0,0,2,0
Nursing Home,Wake,Sunnybrook Rehabilitation Center,8,0,25,2,33,2
Nursing Home,Wake,UNC Rex - Rehab and Nursing Care Center,0,0,8,0,8,0
Nursing Home,Wake,Wellington Rehab and Healthcare,30,0,27,11,57,11
Nursing Home,Wayne,Mount Olive Center,3,0,33,7,36,7
Nursing Home,Wilson,LongLeaf Neuro-Medical Treatment Center,16,0,15,1,31,1
Residential Care Facility,Cabarrus,Elmcroft of Harrisburg,8,0,15,1,23,1
Residential Care Facility,Columbus,Tabor Commons,2,0,38,0,40,0
Residential Care Facility,Henderson,Cherry Springs Village,13,0,44,9,57,9
Residential Care Facility,Hoke,Canyon Hills Treatment Facility,5,0,14,0,19,0
Residential Care Facility,Lenoir,Caswell Developmental Center,4,0,2,0,6,0
Residential Care Facility,Lenoir,Spring Arbor of Kinston,4,0,12,1,16,1
Residential Care Facility,Mecklenburg,Charlotte Square,1,0,13,1,14,1
Residential Care Facility,Mecklenburg,Mint Hill Senior Living,2,0,0,0,2,0
Residential Care Facility,Mecklenburg,"The Laurels in the Village, Pineville",0,0,2,0,2,0
Residential Care Facility,Mecklenburg,The Social at Cotswold,3,0,22,5,25,5
Residential Care Facility,Northampton,Pine Forest Rest Home,7,0,20,1,27,1
Residential Care Facility,Stanly,Spring Arbor of Albemarle,1,0,5,3,6,3
Residential Care Facility,Union,Woodridge Assisted Living Facility,6,0,27,5,33,5
Residential Care Facility,Wayne,Brookdale Berkeley Blvd,1,0,5,0,6,0
Residential Care Facility,Wayne,Brookdale Country Day,1,0,2,1,3,1
Residential Care Facility,Wilson,Elm City Assisted Living,3,0,2,1,5,1
Correctional Facility,Cabarrus,Cabarrus County Detention Center,2,0,0,0,2,0
Correctional Facility,Durham,Durham County Detention Center,7,1,0,0,7,1
Correctional Facility,Gaston,Gaston County Jail,1,0,1,0,2,0
Correctional Facility,Hertford,Rivers Correctional Institution,21,0,18,0,39,0
Other,Cabarrus,Atrium Rehabilitation Northeast,6,0,4,1,10,1
Other,Cabarrus,Barbee Farms,0,0,4,0,4,0
Other,Cabarrus,Salvation Army Homeless Shelter,0,0,2,0,2,0
Other,Granville,Central Regional Hospital,1,0,1,0,2,0
Other,Guilford,Rudd Strawberry Farm,0,0,9,0,9,0
Other,Wake,Porter Farms Produce,1,0,14,0,15,0
