Nursing Home,Alamance,Peak Resources – Alamance,3,0,0,0,3,0
Nursing Home,Alamance,White Oak Manor – Burlington,48,0,84,26,132,26
Nursing Home,Anson,Wadesboro Health & Rehab Center,5,0,2,0,7,0
Nursing Home,Bertie,Three Rivers Health & Rehabilitation,1,0,2,0,3,0
Nursing Home,Brunswick,Autumn Care of Shallotte,2,0,1,0,3,0
Nursing Home,Buncombe,Aston Park Health Care Center Inc,51,0,81,24,132,24
Nursing Home,Buncombe,Carolina Pines at Asheville,4,0,0,0,4,0
"",,Deerfield Episcopal Retirement,,,,,,
Nursing Home,Buncombe,Deerfield Episcopal Retirement Community Inc,6,0,3,1,9,1
Nursing Home,Buncombe,Stonecreek Health and Rehabilitation,2,0,1,0,3,0
Nursing Home,Burke,Autumn Care – Drexel,4,0,4,1,8,1
Nursing Home,Burke,Grace Heights Health and Rehabilitation,32,0,57,12,89,12
Nursing Home,Cabarrus,Five Oaks Manor Rehab,24,0,77,13,101,13
"",,Universal Health Care and Rehabilitation,,,,,,
Nursing Home,Cabarrus,Universal Health Care and Rehabilitation Center - Concord,4,0,12,0,16,0
Nursing Home,Catawba,Abernathy Laurels Newton,1,0,1,0,2,0
"",,Brian Center Health and Rehab/Hickory,,,,,,
Nursing Home,Catawba,Brian Center Health and Rehab/Hickory Viewmont,3,0,25,5,28,5
"",,Genesis Healthcare LLC (Siler City,,,,,,
Nursing Home,Chatham,Genesis Healthcare LLC (Siler City Center),16,0,73,6,89,6
Nursing Home,Chatham,The Laurels of Chatham,40,0,69,22,109,22
Nursing Home,Cleveland,Cleveland Pines,6,0,6,1,12,1
"",,Liberty Commons Nursing and Rehab Ctr,,,,,,
Nursing Home,Columbus,Liberty Commons Nursing and Rehab Ctr of Columbus Cty,3,0,12,2,15,2
Nursing Home,Columbus,Premier Living & Rehab Center,8,0,20,4,28,4
"",,Highland House Rehabilitation and,,,,,,
Nursing Home,Cumberland,Highland House Rehabilitation and Healthcare,4,0,1,0,5,0
"",,NC State Veterans Nursing Home –,,,,,,
Nursing Home,Cumberland,NC State Veterans Nursing Home – Fayetteville,14,0,38,7,52,7
Nursing Home,Davidson,Alston Brook,14,0,46,8,60,8
Nursing Home,Duplin,Kenansville Health & Rehabilitation,27,0,55,7,82,7
Nursing Home,Duplin,Warsaw Nursing and Rehab Center,3,0,3,0,6,0
Nursing Home,Durham,Carver Living Center (Rehabilitation),22,0,32,1,54,1
Nursing Home,Durham,Durham Nursing & Rehabilitation Center,32,0,79,17,111,17
Nursing Home,Durham,Pettigrew Rehabilitation Center,1,0,1,0,2,0
Nursing Home,Durham,Treyburn Rehabilitation Center,26,0,71,21,97,21
Nursing Home,Forsyth,Oak Forest Health and Rehabilitation,11,0,1,0,12,0
"",,Piney Grove Nursing and Rehabilitation,,,,,,
Nursing Home,Forsyth,Piney Grove Nursing and Rehabilitation Center,2,0,4,0,6,0
Nursing Home,Forsyth,Silas Creek Rehabilitation Center,9,0,11,1,20,1
Nursing Home,Forsyth,The Citadel at Winston Salem,6,0,6,1,12,1
Nursing Home,Forsyth,The Oaks,1,0,1,0,2,0
"",,Louisburg Healthcare & Rehabilitation,,,,,,
Nursing Home,Franklin,Louisburg Healthcare & Rehabilitation Center,13,0,51,20,64,20
Nursing Home,Guilford,Camden Health and Rehabilitation,14,0,45,8,59,8
Nursing Home,Guilford,Clapps Nursing Center,27,0,60,15,87,15
"",,Maple Grove Health and Rehabilitation,,,,,,
Nursing Home,Guilford,Maple Grove Health and Rehabilitation Center,0,0,11,0,11,0
Nursing Home,Halifax,Signature Healthcare of Roanoke Rapids,4,0,4,0,8,0
"",,Harnett Woods Nursing and,,,,,,
Nursing Home,Harnett,Harnett Woods Nursing and Rehabilitation Center,10,0,2,0,12,0
Nursing Home,Harnett,Universal Healthcare Lillington,17,0,73,18,90,18
"",,Brian Center Health &,,,,,,
Nursing Home,Henderson,Brian Center Health & Rehabilitation/Hendersonville,6,0,45,8,51,8
Nursing Home,Henderson,The Laurels of Hendersonville,16,0,81,26,97,26
Nursing Home,Iredell,The Citadel Mooresville,1,0,1,0,2,0
Nursing Home,Johnston,Barbour Court,2,0,0,0,2,0
"",,Springbrook Nursing and Rehabilitation,,,,,,
Nursing Home,Johnston,Springbrook Nursing and Rehabilitation Center,25,0,58,19,83,19
Nursing Home,Mecklenburg,Accordius Health at Charlotte,2,0,7,0,9,0
Nursing Home,Mecklenburg,Asbury Health and Rehabilitation Center,4,0,7,1,11,1
Nursing Home,Mecklenburg,Autumn Care – Cornelius,24,0,43,19,67,19
Nursing Home,Mecklenburg,Brookdale Carriage Club Providence,2,0,0,0,2,0
Nursing Home,Mecklenburg,"Carrington Place, Matthews",9,0,27,5,36,5
Nursing Home,Mecklenburg,Charlotte Health & Rehabilitation Center,1,0,1,0,2,0
"",,Clear Creek Nursing & Rehabilitation,,,,,,
Nursing Home,Mecklenburg,Clear Creek Nursing & Rehabilitation Center,0,0,2,0,2,0
Nursing Home,Mecklenburg,Huntersville Oaks,5,0,3,0,8,0
Nursing Home,Mecklenburg,Peak Resources – Charlotte,39,0,65,17,104,17
Nursing Home,Mecklenburg,Pelican Health Randolph LLC,2,0,0,0,2,0
Nursing Home,Mecklenburg,Royal Park Rehabilitation & Health Center,12,0,59,4,71,4
Nursing Home,Mecklenburg,Sharon Towers,5,0,14,2,19,2
Nursing Home,Mecklenburg,Southminster,14,0,12,3,26,3
Nursing Home,Mecklenburg,The Pines at Davidson,5,0,7,1,12,1
"",,University Place Nursing and,,,,,,
Nursing Home,Mecklenburg,University Place Nursing and Rehabilitation Center,0,0,4,0,4,0
Nursing Home,Mecklenburg,White Oak Manor – Charlotte,3,0,0,0,3,0
Nursing Home,Mecklenburg,Wilora Lake Healthcare Center,4,0,2,0,6,0
"",,Pinehurst Healthcare & Rehabilitation,,,,,,
Nursing Home,Moore,Pinehurst Healthcare & Rehabilitation Center,24,1,57,5,81,6
"",,NorthChase Nursing and Rehabilitation,,,,,,
Nursing Home,New Hanover,NorthChase Nursing and Rehabilitation Center,3,0,0,0,3,0
Nursing Home,Northampton,Rich Square Nursing and Rehabilitation,19,1,38,9,57,10
"",,Parkview Health and Rehabilitation,,,,,,
Nursing Home,Orange,Parkview Health and Rehabilitation Center,2,0,2,0,4,0
Nursing Home,Orange,Pruitt Health – Carolina Point,25,0,87,20,112,20
Nursing Home,Orange,Signature HealthCARE,21,0,63,20,84,20
Nursing Home,Pasquotank,Elizabeth City Health and Rehabilitation,21,0,50,11,71,11
Nursing Home,Polk,Autumn Care – Saluda,3,0,17,4,20,4
Nursing Home,Randolph,Clapp's Convalescent Nursing Home Inc,2,0,0,0,2,0
Nursing Home,Randolph,Universal Healthcare Ramseur,14,0,30,0,44,0
Nursing Home,Randolph,Woodland Hill Center,6,0,6,0,12,0
Nursing Home,Robeson,GlenFlora,2,0,0,0,2,0
Nursing Home,Robeson,Pembroke Center,1,0,1,1,2,1
"",,"WoodHaven Nursing, Alzheimer’s and",,,,,,
"",,Rehabilitation Care Center affiliated with,,,,,,
Nursing Home,Robeson,WoodHaven Nursing, Alzheimer’s and Rehabilitation Care Center affiliated with Southeastern Regional Medical Center,6,0,17,2,23,2
Nursing Home,Rowan,Liberty Commons Salisbury,4,0,5,0,9,0
Nursing Home,Rowan,NC State Veterans Home – Salisbury,10,0,37,15,47,15
Nursing Home,Rowan,The Citadel at Salisbury,44,0,113,18,157,18
Nursing Home,Scotland,Scotia Village,2,0,0,0,2,0
"",,Bethany Woods Nursing and,,,,,,
Nursing Home,Stanly,Bethany Woods Nursing and Rehabilitation Center,1,0,1,0,2,0
"",,LifeBrite Long Term Care affiliated with,,,,,,
Nursing Home,Stokes,LifeBrite Long Term Care affiliated with LifeBrite Community Hospital of Stokes,2,0,0,0,2,0
Nursing Home,Swain,Mountain View Manor Nursing Center,2,0,0,0,2,0
Nursing Home,Union,Autumn Care – Marshville,1,0,1,0,2,0
Nursing Home,Union,Monroe Rehabilitation Center,19,0,55,6,74,6
"",,Kerr Lake Nursing and Rehabilitation,,,,,,
Nursing Home,Vance,Kerr Lake Nursing and Rehabilitation Center,20,0,33,5,53,5
Nursing Home,Vance,Pelican Health Henderson,18,0,59,14,77,14
Nursing Home,Wake,Sunnybrook Rehabilitation Center,14,0,34,6,48,6
"",,UNC Rex Rehabilitation and Nursing,,,,,,
Nursing Home,Wake,UNC Rex Rehabilitation and Nursing Care Center of Apex,13,0,25,3,38,3
Nursing Home,Wake,Wellington Rehabilitation and Healthcare,41,0,40,14,81,14
Nursing Home,Wayne,Mount Olive Center,3,0,47,8,50,8
Nursing Home,Wayne,O'Berry Neuro-Medical Treatment Center,15,0,12,0,27,0
"",,Willow Creek Nursing and Rehabilitation,,,,,,
Nursing Home,Wayne,Willow Creek Nursing and Rehabilitation Center,6,0,0,0,6,0
Nursing Home,Wilkes,Wilkes(boro) Health and Rehabilitation,2,0,3,0,5,0
"",,LongLeaf Neuro–Medical Treatment,,,,,,
Nursing Home,Wilson,LongLeaf Neuro–Medical Treatment Center,20,0,22,2,42,2
Residential Care Facility,Bladen,Cape Fear Teen Challenge,0,0,2,0,2,0
Residential Care Facility,Cabarrus,Elmcroft of Harrisburg,8,0,12,3,20,3
Residential Care Facility,Catawba,Brookdale Falling Creek,0,0,2,0,2,0
Residential Care Facility,Columbus,Tabor Commons,5,0,52,10,57,10
Residential Care Facility,Cumberland,Harmony of Hope Mills,5,0,1,0,6,0
Residential Care Facility,Davidson,Brookdale of Lexington,4,0,9,0,13,0
Residential Care Facility,Duplin,Wellington Park Assisted Living,12,0,25,1,37,1
Residential Care Facility,Forsyth,Forest Heights Senior Living Community,3,0,1,0,4,0
Residential Care Facility,Forsyth,Trinity Elms,2,0,1,0,3,0
Residential Care Facility,Franklin,Louisburg Manor,1,0,2,0,3,0
Residential Care Facility,Granville,Murdoch Developmental Center,7,0,5,0,12,0
Residential Care Facility,Guilford,Brighton Gardens of Greensboro,6,0,14,0,20,0
Residential Care Facility,Guilford,Malachi House II,0,0,3,0,3,0
Residential Care Facility,Guilford,Piedmont Christian Home,12,0,42,2,54,2
Residential Care Facility,Henderson,Carolina Reserve of Laurel Park,2,0,2,0,4,0
Residential Care Facility,Hertford,Ahoskie House,21,0,48,1,69,1
Residential Care Facility,Lenoir,Caswell Developmental Center,19,0,20,0,39,0
"",,Dove’s Nest (of Charlotte Rescue,,,,,,
Residential Care Facility,Mecklenburg,Dove’s Nest (of Charlotte Rescue Mission),2,0,4,0,6,0
Residential Care Facility,Mecklenburg,Mint Hill Senior Living,2,0,0,0,2,0
Residential Care Facility,Mecklenburg,Preston House Memory Care,11,0,26,4,37,4
